      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.783      282     (    0    0    0
    0:00.825      297     p    0    0    0
    0:00.947      341     )    0    0    0
    0:01.086      391     (    0    0    1
    0:01.136      409     /    0    0    0
    0:01.239      446     )    0    0    1
    0:01.289      464     (    0    0    2
    0:01.442      519     t    0    0    0
    0:01.539      554     )    0    0    2
    0:01.892      681     (    0    0    1
    0:01.936      697     /    0    0    0
    0:02.056      740     )    0    0    1
    0:02.161      778     (    0    0    2
    0:02.258      813     t    0    0    0
    0:02.350      846     )    0    0    2
    0:02.697      971     (    0    0    1
    0:02.744      988     /    0    0    0
    0:02.881     1037     )    0    0    1
    0:02.939     1058     (    0    0    2
    0:02.994     1078     t    0    0    4
    0:03.094     1114     t    0    0    4
    0:03.214     1157     )    0    0    2
    0:03.572     1286     (    0    0    1
    0:03.622     1304     /    0    0    0
    0:03.767     1356     )    0    0    1
    0:04.439     1598     (    0    0    1
    0:04.481     1613     /    0    0    0
    0:04.617     1662     )    0    0    1
    0:04.708     1695     (    0    0    2
    0:04.831     1739     t    0    0    0
    0:04.917     1770     )    0    0    2
    0:05.267     1896     (    0    0    1
    0:05.306     1910     /    0    0    0
    0:05.436     1957     )    0    0    1
    0:05.528     1990     (    0    0    2
    0:05.642     2031     t    0    0    0
    0:05.728     2062     )    0    0    2
    0:06.072     2186     (    0    0    1
    0:06.114     2201     /    0    0    0
    0:06.239     2246     )    0    0    1
    0:06.333     2280     (    0    0    2
    0:06.433     2316     t    0    0    0
    0:06.539     2354     )    0    0    2
    0:06.667     2400     (    0    0    0
    0:06.750     2430     p    0    0    0
    0:06.833     2460     )    0    0    0
    0:06.864     2471     (    0    0    1
    0:06.911     2488     /    0    0    0
    0:07.011     2524     )    0    0    1
    0:07.136     2569     (    0    0    2
    0:07.236     2605     t    0    0    0
    0:07.319     2635     )    0    0    2
    0:07.567     2724     (    0    0    0
    0:07.603     2737     p    0    0    0
    0:07.650     2754     )    0    0    0
    0:07.686     2767     (    0    0    1
    0:07.725     2781     /    0    0    0
    0:07.819     2815     )    0    0    1
    0:07.825     2817     (    0    0    2
    0:07.875     2835     t    0    0    4
    0:08.047     2897     t    0    0    4
    0:08.144     2932     )    0    0    2
    0:08.467     3048     (    0    0    1
    0:08.533     3072     /    0    0    0
    0:08.661     3118     )    0    0    1
    0:08.678     3124     (    0    0    2
    0:08.842     3183     t    0    0    0
    0:08.939     3218     )    0    0    2
    0:09.303     3349     (    0    0    1
    0:09.367     3372     /    0    0    0
    0:09.475     3411     )    0    0    1
    0:09.533     3432     (    0    0    2
    0:09.711     3496     t    0    0    0
    0:09.819     3535     )    0    0    2
    0:10.211     3676     (    0    0    1
    0:10.253     3691     /    0    0    0
    0:10.367     3732     )    0    0    1
    0:10.483     3774     (    0    0    2
    0:10.592     3813     t    0    0    0
    0:10.719     3859     )    0    0    2
    0:11.056     3980     (    0    0    1
    0:11.103     3997     /    0    0    0
    0:11.236     4045     )    0    0    1
    0:11.294     4066     (    0    0    2
    0:11.336     4081     t    0    0    4
    0:11.431     4115     t    0    0    4
    0:11.542     4155     )    0    0    2
    0:11.872     4274     (    0    0    1
    0:11.911     4288     /    0    0    0
    0:12.036     4333     )    0    0    1
    0:12.144     4372     (    0    0    2
    0:12.231     4403     t    0    0    0
    0:12.333     4440     )    0    0    2
    0:12.675     4563     (    0    0    1
    0:12.717     4578     /    0    0    0
    0:12.833     4620     )    0    0    1
    0:12.931     4655     (    0    0    2
    0:13.025     4689     t    0    0    0
    0:13.125     4725     )    0    0    2
    0:13.267     4776     (    0    0    0
